30,150,
128,1664,
128,1664,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,12,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,98,98,98,12,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,12,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,98,12,98,98,56,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,15,29,
29,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,12,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,98,98,98,12,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,12,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,98,12,98,98,56,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,56,98,98,98,98,98,98,98,98,98,74,98,98,98,98,98,98,98,98,98,98,15,29,
29,98,98,98,30,31,98,98,98,98,98,98,98,98,98,98,98,98,56,98,12,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,30,31,98,98,12,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,30,31,98,98,30,31,98,98,98,98,98,65,65,65,65,65,98,98,98,98,98,98,56,98,98,12,98,98,56,98,98,98,98,98,30,31,98,98,98,98,98,98,98,98,98,12,98,98,98,90,98,65,98,65,65,65,65,65,65,65,98,98,82,98,98,98,98,98,98,98,98,98,98,15,29,
29,9,9,9,9,9,9,9,98,98,98,98,98,98,98,98,98,98,56,98,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,66,66,66,66,66,66,66,66,9,9,9,9,9,9,9,12,66,66,66,66,66,66,66,66,66,9,9,9,66,66,66,66,66,66,66,66,66,66,9,9,12,9,9,9,9,9,9,9,9,9,66,66,66,66,66,66,66,66,66,66,9,9,9,9,98,12,66,66,66,66,66,66,66,9,9,9,9,66,66,66,66,66,66,66,66,66,66,9,9,9,9,66,66,66,66,66,66,66,66,66,9,9,9,9,9,98,98,98,98,98,98,98,98,15,29,
29,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,12,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,98,98,98,12,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,12,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,98,12,98,98,56,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,15,29,
29,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,12,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,98,98,98,12,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,12,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,98,12,98,98,56,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,15,29,
29,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,12,98,56,98,90,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,98,98,98,12,56,65,98,98,65,98,98,98,98,98,65,98,98,65,98,98,65,98,98,65,98,98,56,98,12,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,98,12,98,98,56,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,15,29,
29,9,56,9,66,66,66,66,66,66,9,9,12,12,12,12,12,9,9,9,12,9,9,9,9,9,9,66,66,66,66,66,66,9,9,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,12,9,98,66,98,9,98,12,98,9,12,66,98,9,98,12,98,9,98,66,98,9,98,9,9,12,9,9,9,9,9,9,66,66,66,66,66,66,66,66,9,9,9,12,12,12,9,9,9,98,12,9,9,9,9,9,9,9,9,9,66,66,66,66,66,66,66,66,66,66,9,9,9,9,9,9,9,9,9,9,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,15,29,
29,98,56,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,12,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,15,29,
